Sector,Timestamp,Water Consumption (liters/day),Electricity Consumption (kWh/day)
Secunderad,2022-01-08 00:00:00,686.7454757770444,496.195947019193
Financial District,2022-01-08 00:00:00,488.6652815868709,283.9204873259134
HITEC City,2022-01-08 00:00:00,953.9970865427913,305.44413786292034
Jubilee Hills,2022-01-08 00:00:00,897.8994807403776,149.56863556418682
Kukatpally,2022-01-08 00:00:00,589.0601109990279,423.3086826443045
Patancheru,2022-01-08 00:00:00,545.2397367735152,52.07904754429918
Balanagar,2022-01-08 00:00:00,599.4366730616517,51.9536305754051
Medchal,2022-01-08 00:00:00,838.4778520912615,326.53074583608577
Alwal,2022-01-08 00:00:00,300.7979008852439,434.4058623723635
Dilsukhnagar,2022-01-08 00:00:00,430.36365972036276,104.91815720513263
LB Nagar,2022-01-08 00:00:00,194.01556344811817,185.26804628546193
Amberpet,2022-01-09 00:00:00,221.72829400450183,379.6343146716652
Sanathnagar,2022-01-09 00:00:00,676.1437669196691,331.73516352568737
Khairatabad,2022-01-09 00:00:00,872.1671876582536,170.33696997732093
Musheerabad,2022-01-09 00:00:00,136.46642364835128,186.11510542649663
Nampally,2022-01-09 00:00:00,792.0512426650431,260.14177358440224
Secunderad,2022-01-09 00:00:00,471.4582536145192,205.00311014797487
Financial District,2022-01-09 00:00:00,654.1381802600902,255.42765685803613
HITEC City,2022-01-09 00:00:00,664.812783692506,120.41426108293818
Jubilee Hills,2022-01-09 00:00:00,252.33360532883023,393.5685732815579
Kukatpally,2022-01-09 00:00:00,141.1526077807938,450.6381642235653
Patancheru,2022-01-09 00:00:00,655.3169265521501,407.38123550056144
Balanagar,2022-01-09 00:00:00,162.27310579127672,303.64021887245644
Medchal,2022-01-09 00:00:00,296.26075245166663,402.5833582194604
Alwal,2022-01-09 00:00:00,184.75652556431714,123.61028865211384
Dilsukhnagar,2022-01-09 00:00:00,839.4204083167456,287.7960101654212
LB Nagar,2022-01-09 00:00:00,681.2873723404673,270.5955483501839
Amberpet,2022-01-10 00:00:00,802.1611438546853,117.04351570356332
Sanathnagar,2022-01-10 00:00:00,846.2068203342932,182.72487326835142
Khairatabad,2022-01-10 00:00:00,757.9496271929297,383.3255762214509
Musheerabad,2022-01-10 00:00:00,160.01312765774173,387.23991400837116
Nampally,2022-01-10 00:00:00,208.21079333326435,195.7403168023849
Secunderad,2022-01-10 00:00:00,358.44695594995636,321.3889868340158
Financial District,2022-01-10 00:00:00,601.169863718663,299.00727381676
HITEC City,2022-01-10 00:00:00,758.3894544278055,217.2070617553814
Jubilee Hills,2022-01-10 00:00:00,149.65086250072818,229.93681490524403
Kukatpally,2022-01-10 00:00:00,940.6871241792721,54.08079066463616
Patancheru,2022-01-10 00:00:00,436.78250327855085,256.66583521590167
Balanagar,2022-01-10 00:00:00,902.2068633234948,245.6076813768881
Medchal,2022-01-10 00:00:00,477.9472470576602,141.81799312889396
Alwal,2022-01-10 00:00:00,474.05752900480246,471.8255790162364
Dilsukhnagar,2022-01-10 00:00:00,132.60216295510605,436.35492261978266
LB Nagar,2022-01-10 00:00:00,639.6661216263404,382.24624289941636
Amberpet,2022-01-11 00:00:00,957.4420519924876,161.60520876937971
Sanathnagar,2022-01-11 00:00:00,226.98941804708605,118.0522274991439
Khairatabad,2022-01-11 00:00:00,509.2224332557859,364.68773059659486
Musheerabad,2022-01-11 00:00:00,166.49578097331528,73.30575742086262
Nampally,2022-01-11 00:00:00,280.9763566332593,211.57762650030244
Secunderad,2022-01-11 00:00:00,455.2543779469799,238.2088057865998
Financial District,2022-01-11 00:00:00,673.1401931676245,240.96432166918302
HITEC City,2022-01-11 00:00:00,492.5471110457691,95.83169134819752
Jubilee Hills,2022-01-11 00:00:00,352.728075511754,71.79945603112404
Kukatpally,2022-01-11 00:00:00,255.4131215830355,358.04898378601325
Patancheru,2022-01-11 00:00:00,326.87816184361895,82.11445293473898
Balanagar,2022-01-11 00:00:00,487.0016193182336,320.2605627422475
Medchal,2022-01-11 00:00:00,879.6159480534067,359.3884523832036
Alwal,2022-01-11 00:00:00,457.2334188564237,221.0714551128981
Dilsukhnagar,2022-01-11 00:00:00,949.3434538011699,376.7734872495823
LB Nagar,2022-01-11 00:00:00,688.4671391847241,291.7699167971979
Amberpet,2022-01-12 00:00:00,190.86340516535182,109.15386740367907
Sanathnagar,2022-01-12 00:00:00,340.6923420307496,280.1487378842286
Khairatabad,2022-01-12 00:00:00,353.9822743153502,495.71483106722485
Musheerabad,2022-01-12 00:00:00,119.2273326142539,88.32799764266443
Nampally,2022-01-12 00:00:00,698.082130324398,472.933257689022
Secunderad,2022-01-12 00:00:00,304.7419090965061,446.20858546544684
Financial District,2022-01-12 00:00:00,619.7578771474035,195.99153179892951
HITEC City,2022-01-12 00:00:00,951.0387512345109,197.99514877862495
Jubilee Hills,2022-01-12 00:00:00,396.8669746205732,392.2456237484914
Kukatpally,2022-01-12 00:00:00,897.1358181540425,460.06647832352934
Patancheru,2022-01-12 00:00:00,276.84232068705626,392.8581547046828
Balanagar,2022-01-12 00:00:00,754.986191024924,203.53678117716154
Medchal,2022-01-12 00:00:00,171.88391155836177,134.783020032762
Alwal,2022-01-12 00:00:00,452.5232416237171,264.16263078039674
Dilsukhnagar,2022-01-12 00:00:00,518.47247887481,478.53567838204333
LB Nagar,2022-01-12 00:00:00,974.6491966430619,380.4207461894286
Amberpet,2022-01-13 00:00:00,773.4483088544478,477.7764443914003
Sanathnagar,2022-01-13 00:00:00,834.7764563414322,312.71652657049526
Khairatabad,2022-01-13 00:00:00,868.1725690826242,332.4037194233373
Musheerabad,2022-01-13 00:00:00,176.23329968285785,267.10050902555685
Nampally,2022-01-13 00:00:00,301.97852019781897,184.48282216177824
Secunderad,2022-01-13 00:00:00,746.0081593082116,357.4286557709521
Financial District,2022-01-13 00:00:00,165.4684974309081,307.1491889321566
HITEC City,2022-01-13 00:00:00,445.038964699777,158.2918151308558
Jubilee Hills,2022-01-13 00:00:00,463.7713301251282,245.83475290979084
Kukatpally,2022-01-13 00:00:00,238.02640657661425,364.25526556638096
Patancheru,2022-01-13 00:00:00,741.0609312031166,138.61094499113722
Balanagar,2022-01-13 00:00:00,305.7373628437481,99.88787526300501
Medchal,2022-01-13 00:00:00,760.20303592982,329.96575958342976
Alwal,2022-01-13 00:00:00,469.9876094213251,199.17965905694774
Dilsukhnagar,2022-01-13 00:00:00,896.7559060813395,438.45553269673303
LB Nagar,2022-01-13 00:00:00,963.0674500670393,476.30500832648875
Amberpet,2022-01-14 00:00:00,460.91838777303104,216.64328026108478
Sanathnagar,2022-01-14 00:00:00,275.5410504241802,395.96480528224527
Khairatabad,2022-01-14 00:00:00,497.29659182561505,135.8177741868928
Musheerabad,2022-01-14 00:00:00,926.816168272056,91.91678297933444
Nampally,2022-01-14 00:00:00,628.1390370153725,119.58308889545582
Secunderad,2022-01-14 00:00:00,447.07560401364526,126.21982623209752
Financial District,2022-01-14 00:00:00,527.4812251372888,446.5065018230707
HITEC City,2022-01-14 00:00:00,790.1237001670763,284.45759416939023
Jubilee Hills,2022-01-14 00:00:00,710.2644883063392,201.94933173451471
Kukatpally,2022-01-14 00:00:00,669.0290830040179,337.32139742011105
Patancheru,2022-01-14 00:00:00,655.9256668763019,157.49954612335364
Balanagar,2022-01-14 00:00:00,123.51466816168225,220.36833655349483
Medchal,2022-01-14 00:00:00,635.4295804857016,116.38261818863101
Alwal,2022-01-14 00:00:00,408.53973740115975,469.9932460748989
Dilsukhnagar,2022-01-14 00:00:00,286.26498706985035,212.13946428946653
LB Nagar,2022-01-14 00:00:00,699.7339672671957,250.05195338360275
Amberpet,2022-01-15 00:00:00,929.9458581449345,477.7702424357478
Sanathnagar,2022-01-15 00:00:00,140.74610407858398,276.38595292013474
Khairatabad,2022-01-15 00:00:00,541.9273771381738,172.68192906372025
Musheerabad,2022-01-15 00:00:00,162.508933603662,444.9727857872381
Nampally,2022-01-15 00:00:00,497.66121233310344,418.5032664456027
Secunderad,2022-01-15 00:00:00,533.7927766285218,449.19434707530996
Financial District,2022-01-15 00:00:00,495.3846664260143,76.43615646401882
HITEC City,2022-01-15 00:00:00,689.2905116989401,421.3748830752024
Jubilee Hills,2022-01-15 00:00:00,256.51099411419364,207.470604266276
Kukatpally,2022-01-15 00:00:00,632.3886530065407,496.7980610869984
Patancheru,2022-01-15 00:00:00,925.8073278003064,284.7853604061851
Balanagar,2022-01-15 00:00:00,973.4633354894083,455.5030923534913
Medchal,2022-01-15 00:00:00,833.5624664735703,453.66162134836645
Alwal,2022-01-15 00:00:00,799.2334388373478,83.86683760345423
Dilsukhnagar,2022-01-15 00:00:00,270.04561586435284,148.88568284336043
LB Nagar,2022-01-15 00:00:00,598.0025516067657,298.59046354763035
Amberpet,2022-01-16 00:00:00,455.17278674435613,256.8229160592998
Sanathnagar,2022-01-16 00:00:00,238.15251883151043,87.75825568437823
Khairatabad,2022-01-16 00:00:00,197.4731484432111,320.94454051587866
Musheerabad,2022-01-16 00:00:00,897.3877463990495,99.85278702633914
Nampally,2022-01-16 00:00:00,109.5454722217266,364.65992396563666
Secunderad,2022-01-16 00:00:00,937.4370109758385,166.6647104726107
Financial District,2022-01-16 00:00:00,695.0914323837345,304.40365730007125
HITEC City,2022-01-16 00:00:00,565.3856100891666,101.90817849226465
Jubilee Hills,2022-01-16 00:00:00,894.5326595761268,487.49614135604855
Kukatpally,2022-01-16 00:00:00,239.2246351792746,283.2996020540299
Patancheru,2022-01-16 00:00:00,297.1854263169413,56.66594250206514
Balanagar,2022-01-16 00:00:00,725.9468888981469,202.1444468424473
Medchal,2022-01-16 00:00:00,941.26971065087,94.70220585896222
Alwal,2022-01-16 00:00:00,374.5532279427299,287.83419380178555
Dilsukhnagar,2022-01-16 00:00:00,685.5701266023756,71.15696372124012
LB Nagar,2022-01-16 00:00:00,215.92137871885052,429.8509694752746
Amberpet,2022-01-17 00:00:00,600.6685558559764,442.7162210607412
Sanathnagar,2022-01-17 00:00:00,951.9621604529476,112.81873751769584
Khairatabad,2022-01-17 00:00:00,486.4302782102731,227.89471010412072
Musheerabad,2022-01-17 00:00:00,137.2093917167554,438.7832226886429
Nampally,2022-01-17 00:00:00,787.016068282276,50.52143340003543
Secunderad,2022-01-17 00:00:00,269.61512644885806,374.8171022975506
Financial District,2022-01-17 00:00:00,426.2773512655436,462.49420903881725
HITEC City,2022-01-17 00:00:00,778.9599353827798,50.08079734806185
Jubilee Hills,2022-01-17 00:00:00,482.1633546222177,294.06979293509994
Kukatpally,2022-01-17 00:00:00,832.2972705542227,105.72694484955886
Patancheru,2022-01-17 00:00:00,395.8712183256646,363.5940514244124
Balanagar,2022-01-17 00:00:00,784.8429474147393,447.5228863222495
Medchal,2022-01-17 00:00:00,309.7810709583392,324.01391789072835
Alwal,2022-01-17 00:00:00,334.6759628801059,255.76359302339281
Dilsukhnagar,2022-01-17 00:00:00,562.4083541394225,90.73062513917617
LB Nagar,2022-01-17 00:00:00,574.0223325012838,446.19221708123445
Amberpet,2022-01-18 00:00:00,143.45081461151702,379.11136736385964
Sanathnagar,2022-01-18 00:00:00,318.88005441705224,363.88878196440714
Khairatabad,2022-01-18 00:00:00,750.4782799474333,157.86726121472657
Musheerabad,2022-01-18 00:00:00,686.0110245730568,145.14256926579418
Nampally,2022-01-18 00:00:00,668.6804401764024,124.15186839750692
Secunderad,2022-01-18 00:00:00,997.5955087911739,183.65695043930467
Financial District,2022-01-18 00:00:00,546.224571866495,357.29564204661824
HITEC City,2022-01-18 00:00:00,459.65148761068826,83.17079398805308
Jubilee Hills,2022-01-18 00:00:00,413.8762708401578,209.03723230856926
Kukatpally,2022-01-18 00:00:00,895.1833678874749,478.840250309237
Patancheru,2022-01-18 00:00:00,621.306395029105,352.45175425387765
Balanagar,2022-01-18 00:00:00,120.5805833820461,390.5524098276588
Medchal,2022-01-18 00:00:00,805.2104087902013,463.0299929936625
Alwal,2022-01-18 00:00:00,748.4703573012408,96.3309306705396
Dilsukhnagar,2022-01-18 00:00:00,988.0316310909406,220.9448282294534
LB Nagar,2022-01-18 00:00:00,632.6717688046728,279.594736239242
Amberpet,2022-01-19 00:00:00,977.7755695551821,200.35635836058822
Sanathnagar,2022-01-19 00:00:00,276.6640055949663,280.6906493851304
Khairatabad,2022-01-19 00:00:00,775.8557266764218,186.5391130350364
Musheerabad,2022-01-19 00:00:00,853.4517552561881,266.6461573093501
Nampally,2022-01-19 00:00:00,907.0007086941437,414.63156591266363
Secunderad,2022-01-19 00:00:00,487.41760429068677,203.0761582338052
Financial District,2022-01-19 00:00:00,704.480549726061,90.02214733580172
HITEC City,2022-01-19 00:00:00,380.3208674089896,191.28838115673057
Jubilee Hills,2022-01-19 00:00:00,545.2272913927918,391.80884729900373
Kukatpally,2022-01-19 00:00:00,875.3221315408329,430.90652195248725
Patancheru,2022-01-19 00:00:00,243.31038262589436,321.4169103612817
Balanagar,2022-01-19 00:00:00,867.927289455673,253.27897492811317
Medchal,2022-01-19 00:00:00,840.7119378599169,267.6799850514605
Alwal,2022-01-19 00:00:00,211.8409858511326,155.44196636604556
Dilsukhnagar,2022-01-19 00:00:00,510.0294480624347,89.48601484262232
LB Nagar,2022-01-19 00:00:00,412.65971542406754,75.12382760090698
Amberpet,2022-01-20 00:00:00,939.36814926793,418.8437421869529
Sanathnagar,2022-01-20 00:00:00,999.4172513574541,239.08884495711453
Khairatabad,2022-01-20 00:00:00,610.5398600534472,94.72976596327916
Musheerabad,2022-01-20 00:00:00,362.8303175984256,306.1780578957724
Nampally,2022-01-20 00:00:00,828.5230526660042,232.78924625219807
Secunderad,2022-01-20 00:00:00,948.8523014215932,60.85223700941649
Financial District,2022-01-20 00:00:00,767.6673640177352,225.31969333839527
HITEC City,2022-01-20 00:00:00,532.7763612226306,341.00479114614257
Jubilee Hills,2022-01-20 00:00:00,270.1824614776341,294.5807509190852
Kukatpally,2022-01-20 00:00:00,824.8880915037718,205.78394463323696
Patancheru,2022-01-20 00:00:00,246.7307721550745,86.67981600946717
Balanagar,2022-01-20 00:00:00,770.4392272853048,137.11456564196084
Medchal,2022-01-20 00:00:00,291.9500428006493,320.17173075282415
Alwal,2022-01-20 00:00:00,774.1943387542617,132.44771942110583
Dilsukhnagar,2022-01-20 00:00:00,211.81377786742098,224.74971278415018
LB Nagar,2022-01-20 00:00:00,283.9842318143908,469.7012372951278
Amberpet,2022-01-21 00:00:00,677.6433855393748,348.77970168126814
Sanathnagar,2022-01-21 00:00:00,871.3801072462644,98.59040247152859
Khairatabad,2022-01-21 00:00:00,754.2844883132007,231.71672652504398
Musheerabad,2022-01-21 00:00:00,339.60597628753385,138.9282691524736
Nampally,2022-01-21 00:00:00,658.1848592443471,196.11414977533548
Secunderad,2022-01-21 00:00:00,456.9850042408009,236.93535399137718
Financial District,2022-01-21 00:00:00,415.69428643598644,190.46355313839777
HITEC City,2022-01-21 00:00:00,874.4517413636003,171.48546117793185
Jubilee Hills,2022-01-21 00:00:00,962.5537714539624,437.08629218262666
Kukatpally,2022-01-21 00:00:00,690.2482144584756,199.98248927148518
Patancheru,2022-01-21 00:00:00,536.7799617138983,334.5832639607895
Balanagar,2022-01-21 00:00:00,146.0203611754289,61.8781115962739
Medchal,2022-01-21 00:00:00,952.450544908217,353.63900032830384
Alwal,2022-01-21 00:00:00,511.39451011708815,339.41916412556924
Dilsukhnagar,2022-01-21 00:00:00,195.34291048292005,138.809756249497
LB Nagar,2022-01-21 00:00:00,892.9507008697431,95.59003399324912
Amberpet,2022-01-22 00:00:00,729.9135117536263,414.952426933424
Sanathnagar,2022-01-22 00:00:00,504.2603873629849,451.2883259629834
Khairatabad,2022-01-22 00:00:00,441.0045450806237,103.65060550482708
Musheerabad,2022-01-22 00:00:00,270.6912030636813,51.82325794591728
Nampally,2022-01-22 00:00:00,732.9656056021047,379.4788623182233
Secunderad,2022-01-22 00:00:00,402.2800313223511,418.1343131146079
Financial District,2022-01-22 00:00:00,408.7430115513685,99.5764591884554
HITEC City,2022-01-22 00:00:00,584.596043861897,376.6737609722577
Jubilee Hills,2022-01-22 00:00:00,146.09315508030681,478.010810974502
Kukatpally,2022-01-22 00:00:00,531.8629783244708,130.35111722739407
Patancheru,2022-01-22 00:00:00,580.8741752972353,412.54350480748695
Balanagar,2022-01-22 00:00:00,363.53357261452555,78.51428222756363
Medchal,2022-01-22 00:00:00,834.3732757685667,416.8098402613442
Alwal,2022-01-22 00:00:00,520.955512717166,327.63953864426065
Dilsukhnagar,2022-01-22 00:00:00,270.85031689766504,256.2042218610807
LB Nagar,2022-01-22 00:00:00,516.4473554327594,464.42770029500645
Amberpet,2022-01-23 00:00:00,424.372542616825,250.2849819115118
Sanathnagar,2022-01-23 00:00:00,674.792157348937,186.63602786135112
Khairatabad,2022-01-23 00:00:00,620.1603738611265,170.05145231465815
Musheerabad,2022-01-23 00:00:00,999.7848714273543,270.57144123170315
Nampally,2022-01-23 00:00:00,689.0296704101443,269.6399139915741
Secunderad,2022-01-23 00:00:00,927.3294748205341,306.7706563268789
Financial District,2022-01-23 00:00:00,111.01178520521374,299.3008091668797
HITEC City,2022-01-23 00:00:00,650.378041968553,444.8161649560234
Jubilee Hills,2022-01-23 00:00:00,115.86002769101466,455.77058124641786
Kukatpally,2022-01-23 00:00:00,354.0793301747233,378.4802654288514
Patancheru,2022-01-23 00:00:00,214.3148671378825,146.76975858245316
Balanagar,2022-01-23 00:00:00,257.28414062005265,181.34261242571472
Medchal,2022-01-23 00:00:00,545.8085627713267,291.67817261535004
Alwal,2022-01-23 00:00:00,732.5641395558279,57.14200102886512
Dilsukhnagar,2022-01-23 00:00:00,773.3267768218059,53.22048123130037
LB Nagar,2022-01-23 00:00:00,936.0467335754555,315.45217712195495
Amberpet,2022-01-24 00:00:00,609.9996064264717,80.43412371883461
Sanathnagar,2022-01-24 00:00:00,459.70091128072255,395.2554330991392
Khairatabad,2022-01-24 00:00:00,199.73402994463697,220.27447841309242
Musheerabad,2022-01-24 00:00:00,281.4011910962108,403.7776781852582
Nampally,2022-01-24 00:00:00,529.0679486980507,386.5228571516835
Secunderad,2022-01-24 00:00:00,725.5956277299973,406.59803754726295
Financial District,2022-01-24 00:00:00,786.0278656207845,133.10120184078798
HITEC City,2022-01-24 00:00:00,125.41438263947234,251.87667381538708
Jubilee Hills,2022-01-24 00:00:00,213.23363041293055,162.2884429465887
Kukatpally,2022-01-24 00:00:00,346.3955719630515,106.39805191350516
Patancheru,2022-01-24 00:00:00,373.81312339227486,122.87733370399656
Balanagar,2022-01-24 00:00:00,539.8092696684728,111.83659109968002
Medchal,2022-01-24 00:00:00,620.7418804809741,295.68570793264473
Alwal,2022-01-24 00:00:00,745.5992501488081,418.4902784123823
Dilsukhnagar,2022-01-24 00:00:00,332.50612249170183,285.5755268685537
LB Nagar,2022-01-24 00:00:00,547.4499339028312,411.86006555110407
Amberpet,2022-01-25 00:00:00,663.6436324535862,445.2857700663723
Sanathnagar,2022-01-25 00:00:00,732.8794687505397,248.05577117777128
Khairatabad,2022-01-25 00:00:00,271.0163090935537,205.2855013379627
Musheerabad,2022-01-25 00:00:00,638.0602978079347,254.26286342596222
Nampally,2022-01-25 00:00:00,366.17424021688106,106.50046316635985
Secunderad,2022-01-25 00:00:00,384.2495477217881,294.61650362600255
Financial District,2022-01-25 00:00:00,791.1367264727049,353.9616455641708
HITEC City,2022-01-25 00:00:00,653.5322397664014,366.4029811790281
